Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,H,L,M
297.715,309.0,1613,27.86,145,0,0,0,0,0,0,0,1,0
297.519,308.7,1472,40.8,12,0,0,0,0,0,0,0,0,1
300.783,307.8,1436,40.84,182,0,0,0,0,0,0,0,1,0
298.185,310.1,1608,31.09,104,0,0,0,0,0,0,0,1,0
300.904,310.8,1633,33.09,44,0,0,0,0,0,0,0,1,0
300.637,311.2,1709,29.54,103,0,0,0,0,0,0,0,1,0
300.675,310.7,1789,31.1,16,0,0,0,0,0,0,0,1,0
300.173,309.3,1643,23.14,106,0,0,0,0,0,1,0,1,0
300.028,309.8,1711,15.8,12,0,1,0,0,0,0,0,1,0
297.789,308.7,1526,38.21,0,0,0,0,0,0,0,0,1,0
297.71,308.7,1785,23.21,12,0,0,0,0,0,0,0,1,0
297.689,308.0,1775,30.64,207,0,0,0,0,0,0,0,1,0
298.08,308.8,1426,51.91,57,0,0,0,0,0,0,0,0,1
301.439,311.0,1507,39.58,49,0,0,0,0,0,0,0,1,0
302.852,311.2,1434,45.39,167,0,0,0,0,0,0,0,1,0
299.313,310.5,1582,29.96,112,0,0,0,0,0,0,0,1,0
298.572,309.3,1462,40.4,103,0,0,0,0,0,0,0,1,0
298.869,310.0,1415,43.85,1,0,0,0,0,0,0,0,1,0
300.189,308.9,1595,32.8,23,0,0,0,0,0,0,1,0,0
297.925,308.4,1477,42.74,98,0,0,0,0,0,0,0,1,0
300.985,311.5,1430,37.27,155,0,0,0,0,0,0,0,1,0
301.062,310.6,1384,54.53,36,0,0,0,0,0,0,0,1,0
298.868,309.8,1362,52.69,22,0,0,0,0,0,0,0,1,0
300.854,311.5,1534,46.67,73,0,0,0,0,0,0,0,1,0
299.477,311.8,1689,32.81,45,0,0,0,0,0,0,1,0,0
299.395,308.4,1596,29.51,176,0,0,0,0,0,0,0,0,1
302.743,311.0,1424,46.43,96,0,0,0,0,0,0,0,0,0
296.791,308.4,1482,31.24,102,0,0,0,0,0,0,0,0,1
300.755,310.6,1452,50.23,15,0,0,0,0,0,0,0,1,0
301.337,311.2,1478,36.63,69,0,0,0,0,0,0,0,1,0
300.88,310.6,1422,41.33,4,0,0,0,0,0,0,0,1,0
300.91,310.9,1328,64.71,197,0,0,0,0,0,0,0,1,0
298.123,309.7,1401,50.2,97,0,0,0,0,0,0,0,0,1
297.254,308.4,1436,37.37,127,0,0,0,0,0,0,0,1,0
301.173,310.7,1518,38.06,86,0,0,0,0,0,0,0,1,0
300.52,311.9,1565,31.67,185,0,0,0,0,0,0,0,0,1
300.595,310.7,1507,37.21,57,0,0,0,0,0,0,0,1,0
299.25,309.1,1419,49.4,26,0,0,0,0,0,0,0,1,0
302.436,310.7,1435,51.48,24,0,0,0,0,0,0,0,1,0
298.508,309.5,1396,54.36,27,0,0,0,0,0,0,0,0,1
300.138,310.6,1448,50.74,81,0,0,0,0,0,0,0,1,0
298.217,310.2,1583,37.55,51,0,0,0,0,0,0,0,0,1
298.321,307.9,1528,40.2,52,0,0,0,0,0,0,0,0,1
297.851,308.8,1899,28.16,90,0,0,0,0,0,0,0,0,1
299.688,309.7,1522,40.06,89,0,0,0,0,0,0,0,0,1
300.863,311.1,1828,30.79,90,0,0,0,0,0,0,0,1,0
299.708,311.8,1554,33.21,141,0,0,0,0,0,0,0,0,1
301.746,311.2,1431,51.42,7,0,0,0,0,0,0,0,1,0
297.092,309.1,1436,46.72,130,0,0,0,0,0,0,0,0,1
297.461,308.4,1450,37.65,2,0,0,0,0,0,0,0,0,1
300.233,311.0,1534,36.84,32,0,0,0,0,0,0,0,0,1
300.246,309.1,1536,38.62,104,0,0,0,0,0,0,0,1,0
299.43,311.0,1442,43.93,155,0,0,0,0,0,0,0,1,0
298.836,308.2,1502,39.29,187,0,0,0,0,0,0,0,1,0
297.025,308.7,1418,50.03,103,0,0,0,0,0,0,0,1,0
300.78,310.4,2224,19.04,153,0,0,0,0,0,0,0,0,1
299.1,309.7,1354,47.59,28,0,0,0,0,0,0,0,1,0
301.071,310.9,1455,38.3,32,0,0,0,0,0,0,0,0,1
298.937,308.4,1565,35.49,25,0,0,0,0,0,0,0,1,0
301.945,310.8,1805,19.47,123,0,0,0,0,0,0,0,0,1
301.88,311.0,1440,38.48,50,0,0,0,0,0,0,1,0,0
303.752,313.1,1319,51.85,44,0,0,0,0,0,0,0,1,0
301.549,310.4,1458,43.9,25,0,0,0,0,0,1,0,1,0
298.891,310.7,1548,31.48,32,0,0,0,0,0,0,0,1,0
297.105,309.0,1421,50.8,45,0,0,0,0,0,0,0,0,1
300.435,311.1,1528,34.63,98,0,0,0,0,0,0,0,1,0
299.905,309.5,1385,52.74,65,0,0,0,0,0,0,0,1,0
299.232,309.9,1412,45.75,6,0,0,0,0,0,0,0,1,0
297.722,308.6,1541,36.85,183,0,0,0,0,0,0,0,0,1
300.781,312.1,1468,43.01,182,0,0,0,0,0,0,0,1,0
300.64,310.6,1529,39.68,117,0,0,0,0,0,0,0,1,0
300.909,310.0,1445,41.82,95,0,0,0,0,0,0,0,1,0
297.651,308.5,1473,49.02,109,0,0,0,0,0,0,0,1,0
302.719,310.5,1418,50.91,169,0,0,0,0,0,0,1,0,0
303.6,311.5,1357,43.55,77,0,0,0,0,0,0,0,1,0
298.057,309.1,1502,49.96,4,0,0,0,0,0,0,0,1,0
302.115,312.1,1443,50.32,79,0,0,0,0,0,0,0,1,0
300.769,310.9,1489,31.06,20,0,0,0,0,0,0,0,1,0
297.936,308.4,1419,44.0,51,0,0,0,0,0,0,0,1,0
300.173,309.3,1641,31.02,57,0,0,0,0,0,0,0,1,0
301.136,310.9,1586,37.53,152,0,0,0,0,0,0,0,1,0
298.352,308.2,1498,43.54,131,1,0,0,0,0,0,0,1,0
299.947,311.5,1706,32.31,119,0,0,0,0,0,0,0,1,0
299.852,311.3,1559,32.35,164,0,0,0,0,0,0,0,1,0
297.839,311.0,1498,42.57,44,0,0,0,0,0,0,0,1,0
300.834,311.5,1322,49.87,146,0,0,0,0,0,0,0,1,0
301.649,312.1,1415,51.45,195,0,0,0,0,0,0,0,0,1
297.323,308.4,1409,42.08,22,0,0,0,0,0,0,0,1,0
297.78,308.7,1346,47.8,45,0,0,0,0,0,0,0,1,0
301.003,310.0,1393,70.47,32,0,0,0,0,0,0,1,0,0
298.386,308.6,1356,35.67,9,0,0,0,0,0,0,0,0,1
302.14,310.4,1431,52.08,51,0,0,0,0,0,0,0,0,1
299.077,310.4,1481,49.14,123,0,0,0,0,0,0,0,1,0
302.368,310.3,1446,49.91,93,0,0,0,0,0,0,0,1,0
298.934,309.4,1440,48.2,185,0,0,0,0,0,0,1,0,0
298.89,310.9,1624,32.35,120,0,0,0,0,0,0,0,1,0
302.077,310.8,1432,51.82,45,0,0,0,0,0,0,0,1,0
299.948,309.8,1667,31.83,125,0,0,0,0,0,0,0,1,0
298.271,308.2,1423,44.31,46,0,0,0,0,0,0,0,1,0
297.944,308.4,1621,33.29,167,0,0,0,0,0,0,0,1,0
300.873,311.3,1531,32.16,0,0,0,0,0,0,0,0,1,0
297.172,309.2,1474,41.74,2,0,0,0,0,0,0,0,0,1
297.654,307.8,1611,18.39,188,0,0,0,0,0,0,1,0,0
297.55,308.8,1652,30.15,113,0,0,0,0,0,0,0,1,0
298.867,310.3,1404,41.72,177,0,0,0,0,0,0,0,1,0
301.768,312.8,1566,38.76,24,0,0,0,0,0,0,0,0,1
303.761,312.8,1349,45.91,28,0,0,0,0,0,0,0,1,0
297.697,308.7,1420,44.96,151,0,0,0,0,0,0,0,1,0
300.234,309.4,1506,43.35,5,0,0,0,0,0,0,0,1,0
299.818,309.3,1544,35.98,152,0,0,0,0,0,0,0,1,0
299.066,309.5,1532,28.76,183,0,0,0,0,0,0,0,1,0
298.207,309.8,1597,36.83,16,0,0,0,0,0,0,0,1,0
299.084,308.0,1442,40.51,118,0,0,0,0,0,0,0,1,0
298.778,309.7,1579,37.89,120,0,0,0,0,0,0,0,1,0
300.836,311.2,1663,32.41,104,0,0,0,0,0,0,0,0,1
298.265,308.3,1422,45.46,53,0,0,0,0,0,0,0,0,1
303.581,311.9,1408,58.42,134,0,0,0,0,0,0,0,1,0
298.417,309.8,1364,68.18,124,1,0,0,1,0,0,0,1,0
299.279,310.9,1904,31.26,18,0,0,0,0,0,0,0,1,0
299.205,309.6,1413,46.6,119,0,0,0,0,0,0,0,1,0
302.176,312.0,1467,57.08,89,0,0,0,0,0,0,0,1,0
300.314,310.7,1484,54.78,176,0,0,0,0,0,0,0,1,0
300.953,311.3,1478,42.5,156,0,0,0,0,0,0,0,1,0
299.026,308.5,1418,45.57,137,0,0,0,0,0,0,0,1,0
296.483,308.1,1508,30.84,4,0,0,0,0,0,0,0,0,1
301.371,311.1,1410,48.65,27,0,0,0,0,0,0,0,1,0
297.542,308.5,1399,49.76,117,0,0,0,0,0,0,0,0,1
300.237,310.5,1675,32.59,58,0,0,0,0,0,0,1,0,0
299.844,309.3,1556,35.21,158,0,0,0,0,0,0,0,0,1
297.239,308.7,1606,41.35,169,0,0,0,0,0,0,0,1,0
300.963,311.4,1495,42.93,118,0,0,0,0,0,0,0,1,0
297.561,309.2,1319,45.79,1,0,0,0,0,0,0,0,1,0
300.845,311.3,1441,38.81,1,0,0,0,0,0,0,0,0,1
297.603,309.7,1548,35.49,82,0,0,0,0,0,0,0,0,1
298.396,310.2,1384,62.75,3,0,0,0,0,0,0,0,1,0
297.151,308.7,1267,48.22,123,0,0,0,0,0,0,0,1,0
303.498,312.2,2253,8.41,172,1,0,0,0,0,0,0,1,0
296.856,307.7,1397,47.69,0,0,0,0,0,0,0,0,1,0
298.278,308.8,1692,34.08,45,0,0,0,0,0,0,0,1,0
300.216,310.0,1537,39.01,3,0,0,0,0,0,0,0,1,0
302.214,310.1,1384,42.03,154,0,0,0,0,0,0,0,1,0
300.14,309.9,1920,22.69,183,0,0,0,0,0,0,1,0,0
303.767,312.9,1270,47.34,97,0,0,0,0,0,0,1,0,0
299.233,310.2,1342,61.8,1,0,0,0,0,0,0,0,1,0
301.844,311.4,1513,45.3,3,0,0,0,0,0,0,0,1,0
299.861,308.1,1325,49.05,196,0,0,0,0,0,0,1,1,0
300.092,309.5,1404,44.82,143,0,0,0,0,0,0,0,1,0
297.347,308.9,1497,53.47,69,0,0,0,0,0,0,0,1,0
300.65,311.2,1510,36.33,145,0,0,0,0,0,0,0,0,1
297.511,308.5,1394,54.12,104,0,0,0,0,0,0,0,1,0
297.241,308.4,1484,40.91,10,0,0,0,0,0,0,0,0,1
300.328,311.1,1437,36.23,81,0,0,0,0,0,0,0,0,1
301.929,311.7,1332,45.96,158,0,0,0,0,0,0,0,1,0
302.682,310.9,1507,35.85,18,0,0,0,0,0,0,0,0,1
300.339,310.9,1530,38.04,167,0,0,0,0,0,0,0,1,0
302.583,310.9,1821,32.16,125,0,0,0,0,0,0,0,1,0
297.424,308.2,1472,41.0,28,0,0,0,0,0,0,0,1,0
298.237,308.5,1548,43.15,99,0,0,0,0,0,0,0,0,1
298.632,310.4,1473,36.63,71,0,0,0,0,0,0,0,0,1
299.351,308.5,1523,43.09,94,0,0,0,0,0,0,0,1,0
299.901,309.6,1384,50.3,40,0,0,0,0,0,0,0,1,0
297.382,310.3,1242,58.22,147,0,0,0,0,0,0,0,1,0
297.736,309.0,1492,44.25,123,0,0,0,0,0,0,0,1,0
301.96,310.2,1494,44.61,22,0,0,0,0,0,0,0,1,0
300.195,309.1,1429,46.39,114,0,0,0,0,0,0,0,1,0
298.072,308.2,1470,42.93,62,0,0,0,0,0,0,0,1,0
300.799,310.4,1540,37.41,151,0,0,0,0,0,0,0,1,0
300.198,311.7,1537,36.81,152,0,0,0,0,0,0,0,1,0
300.874,311.7,1570,42.65,154,0,0,0,0,0,0,0,1,0
301.353,310.6,1402,46.54,61,0,0,0,0,0,0,0,1,0
297.082,307.6,1451,42.73,190,0,0,0,0,0,0,0,1,0
301.637,310.8,1322,57.46,59,0,0,0,0,0,0,0,1,0
297.807,308.4,1585,46.53,104,0,0,0,0,0,0,0,1,0
297.323,308.6,1379,47.82,62,0,0,0,0,0,0,0,0,1
302.728,311.0,1741,34.44,22,0,0,0,0,0,0,0,0,1
300.253,310.4,1458,63.84,105,0,0,0,0,0,0,0,0,1
300.022,311.6,1595,36.4,153,0,0,0,0,0,0,0,1,0
301.344,308.4,1546,33.61,90,0,0,0,0,0,0,0,1,0
298.502,309.3,1437,49.83,6,0,0,0,0,0,0,0,0,1
297.836,308.5,1799,29.78,170,0,0,0,0,0,0,0,1,0
299.116,310.8,1494,39.36,167,0,0,0,0,0,0,1,0,0
298.611,308.4,1461,45.2,100,0,0,0,0,0,0,0,1,0
300.305,309.6,1423,36.76,64,0,0,0,0,0,0,0,1,0
301.449,310.1,1419,37.4,56,0,0,0,0,0,0,0,1,0
299.274,309.6,1755,33.87,123,0,0,0,0,0,0,1,0,0
300.827,311.3,1459,39.65,131,0,0,0,0,0,0,0,1,0
301.458,310.8,1445,52.48,219,0,0,0,0,0,0,0,1,0
297.248,309.9,1443,42.47,34,0,0,0,0,0,0,0,0,1
297.402,308.2,1432,39.26,95,0,0,0,0,0,0,0,1,0
297.67,308.8,1503,40.4,191,0,0,0,0,0,0,0,1,0
299.28,310.9,1499,43.71,75,0,0,0,0,0,0,0,1,0
299.24,310.9,1583,28.34,30,0,0,0,0,0,0,0,0,1
298.002,308.3,1445,46.96,130,0,0,0,0,0,0,0,1,0
296.698,311.0,1341,53.99,35,0,0,0,0,0,0,0,0,1
301.914,311.7,1656,27.6,101,0,1,0,0,0,0,0,0,1
300.676,309.3,1538,39.59,138,0,0,0,0,0,0,0,1,0
302.474,311.5,1442,45.95,176,0,0,0,0,0,0,0,1,0
298.786,310.8,1502,42.4,144,0,0,0,0,0,0,0,1,0
301.179,312.1,1444,49.73,53,0,0,0,0,0,0,0,0,1
297.308,308.2,1447,58.92,100,0,0,0,0,0,0,0,0,1
298.725,310.7,1497,35.46,104,0,0,0,0,0,0,0,1,0
299.388,309.9,1450,43.15,119,1,0,0,0,0,0,0,1,0
300.856,309.9,2262,10.42,40,0,0,0,0,0,0,0,1,0
300.261,310.8,1438,45.61,202,0,0,0,0,0,0,0,1,0
300.635,309.8,1521,40.89,103,0,0,0,0,0,0,0,1,0
297.463,309.2,1480,43.98,14,0,0,0,0,0,0,0,1,0
300.826,311.4,1576,41.92,71,0,0,0,0,0,0,0,1,0
300.314,309.2,1425,47.02,201,0,0,0,0,0,0,0,1,0
300.621,311.5,1522,45.39,10,0,0,0,0,0,0,0,1,0
300.974,308.2,1656,31.83,162,0,0,0,0,0,0,0,0,1
297.804,307.6,1418,45.63,123,0,0,0,0,0,0,0,1,0
299.298,308.3,1489,39.51,187,0,0,0,0,0,0,0,1,0
299.05,309.7,1442,43.94,177,0,0,0,0,0,0,0,1,0
303.372,312.5,1370,50.23,119,0,0,0,0,0,0,0,1,0
301.405,308.9,1437,53.22,135,0,0,0,0,0,0,0,1,0
301.83,311.6,1547,37.87,148,0,0,0,0,0,0,0,1,0
300.743,311.2,1441,44.07,28,0,0,0,0,0,0,0,0,1
299.805,311.8,1503,45.51,20,0,0,0,0,0,0,0,1,0
299.123,310.6,1614,35.5,195,0,0,0,0,0,0,0,1,0
298.033,308.0,1525,36.02,174,0,0,0,0,0,0,0,0,1
297.64,308.7,1424,46.53,194,0,0,0,0,0,0,0,1,0
297.671,308.8,1427,43.76,114,0,0,0,0,0,0,0,1,0
297.555,308.7,1426,36.09,169,0,0,0,0,0,0,0,1,0
296.742,308.1,1519,37.16,101,0,0,0,0,0,0,0,1,0
299.133,308.5,1431,39.66,57,0,0,0,0,0,0,0,1,0
301.317,310.8,1479,52.65,53,0,0,0,0,0,0,0,0,1
301.001,311.9,1481,45.81,117,0,0,0,0,0,0,0,1,0
297.896,308.9,1781,32.32,141,0,0,0,0,0,0,0,0,1
298.786,310.1,1440,44.21,42,0,0,0,0,0,0,0,1,0
300.32,308.9,1743,21.67,150,0,0,0,0,0,0,0,1,0
299.165,309.6,1540,45.11,75,0,0,0,0,0,0,0,1,0
301.556,310.9,1524,42.3,0,0,0,0,0,0,0,0,0,1
300.33,310.8,1452,38.11,112,0,0,0,0,0,0,1,1,0
300.533,310.6,1494,44.48,38,0,0,0,0,0,0,0,1,0
299.032,309.7,1563,40.14,160,0,0,0,0,0,0,0,1,0
302.278,310.7,1441,44.65,13,0,0,0,0,0,0,1,0,0
299.05,308.7,1537,28.47,90,0,0,0,0,0,0,0,1,0
299.251,308.8,1613,45.47,58,0,0,0,0,0,0,0,1,0
298.223,308.6,1422,35.37,27,0,0,0,0,0,0,0,1,0
296.594,308.5,1747,31.68,116,0,0,0,0,0,0,0,1,0
297.583,308.9,1721,38.46,111,0,0,0,0,0,0,0,1,0
300.893,310.9,1483,37.85,15,0,0,0,0,0,0,0,1,0
302.16,310.7,1431,59.0,73,0,0,0,0,0,0,0,0,1
297.359,308.6,1485,42.16,55,0,0,0,0,0,0,0,1,0
297.56,308.6,1382,52.81,167,0,0,0,0,0,0,0,0,1
302.54,311.1,2042,14.88,150,0,0,0,0,0,0,1,0,0
297.399,308.5,1217,63.96,157,0,0,0,0,0,0,0,1,0
299.065,308.1,1488,44.57,105,0,0,0,0,0,0,0,1,0
300.674,310.8,1457,52.83,193,0,0,0,0,0,0,0,0,1
299.968,311.9,1553,35.41,131,0,0,0,0,0,0,0,1,0
302.091,311.9,1605,34.93,163,0,0,0,0,0,0,0,0,1
297.623,308.8,1472,46.23,123,0,0,0,0,0,0,0,1,0
301.191,310.2,1436,47.58,61,0,0,0,0,0,0,0,0,1
297.699,308.2,1798,18.64,151,0,0,0,0,0,0,0,1,0
297.746,308.7,1448,38.76,141,0,0,0,0,0,0,0,1,0
298.423,308.9,1485,40.5,95,0,0,0,0,0,0,0,1,0
302.288,311.8,1453,37.48,146,0,0,0,0,0,0,0,0,1
298.679,309.4,1646,35.32,121,0,0,0,0,0,0,0,1,0
296.796,306.8,1364,47.71,24,0,0,0,0,0,0,0,1,0
302.069,311.6,1707,15.73,93,0,0,0,0,0,0,0,0,1
301.451,311.1,1387,44.28,69,0,0,0,0,0,0,0,0,1
299.762,310.0,1449,39.91,60,0,0,0,0,0,0,0,1,0
301.623,310.8,1449,47.72,189,0,0,0,0,0,0,0,1,0
297.149,309.6,1384,54.26,58,0,0,0,0,0,0,0,1,0
299.981,310.5,1526,39.53,152,0,0,0,0,0,0,0,1,0
303.55,313.0,1422,44.7,24,0,0,0,0,0,0,0,1,0
299.377,310.6,1614,36.25,22,0,0,0,0,0,0,0,1,0
300.177,310.8,1496,38.3,9,0,0,0,0,0,0,0,0,1
301.373,310.8,1608,38.18,22,0,0,0,0,0,0,0,0,1
303.488,312.5,1814,21.51,138,0,0,0,0,0,0,0,1,0
299.481,309.4,1432,43.04,6,0,0,0,0,0,0,0,1,0
298.829,308.6,1420,41.5,2,0,0,0,0,0,0,0,1,0
297.505,309.7,1674,28.63,96,0,0,0,0,0,0,0,1,0
301.466,310.7,1488,38.53,56,0,0,0,0,0,0,0,1,0
297.933,309.7,1414,63.49,52,0,0,0,0,0,0,0,0,1
301.146,310.8,1433,38.99,104,0,0,0,0,0,0,0,1,0
303.694,311.9,1475,46.0,66,0,0,0,0,0,0,0,1,0
298.279,308.4,1670,30.33,95,0,0,0,0,0,0,0,1,0
298.508,310.2,1487,40.68,184,0,0,0,0,0,0,0,1,0
300.299,310.7,1365,36.41,151,0,0,0,0,0,0,0,0,1
301.655,310.5,1408,46.38,21,0,0,0,0,0,0,0,1,0
299.363,308.0,1706,30.67,122,0,0,0,0,0,0,0,1,0
301.067,310.8,1552,37.24,35,0,0,0,0,0,0,0,1,0
300.804,312.4,1719,30.69,128,0,0,0,0,0,0,0,1,0
300.019,311.7,1452,41.12,187,0,0,0,0,0,0,0,1,0
302.161,310.9,1811,17.55,90,0,0,0,0,0,0,0,0,1
302.675,311.1,1429,34.51,159,0,0,0,0,0,0,0,1,0
301.164,311.4,2237,10.44,76,0,0,0,0,0,0,1,0,0
300.018,311.7,1413,47.19,0,0,0,0,0,0,0,0,1,0
297.946,308.4,1516,42.72,93,0,0,0,0,0,0,0,0,1
300.131,308.7,1547,35.38,197,0,0,0,0,0,0,0,1,0
300.803,312.1,2227,20.31,224,0,0,0,0,0,0,0,1,0
300.078,310.7,1967,21.97,18,0,0,0,0,0,0,1,0,0
297.598,308.7,1453,37.49,125,0,0,0,0,0,0,0,1,0
301.435,310.4,1526,37.45,223,0,0,0,0,0,0,0,0,1
301.861,310.9,1436,32.25,21,0,0,0,0,0,0,0,0,1
300.444,310.9,1839,28.48,101,0,0,0,0,0,0,0,1,0
300.693,309.0,1929,30.89,114,0,0,0,0,0,0,0,1,0
300.293,309.2,1547,33.35,199,0,0,0,0,0,0,0,1,0
298.651,308.7,1457,48.57,90,0,0,0,0,0,0,0,1,0
297.712,308.8,1544,33.52,41,0,0,0,0,0,0,0,1,0
296.596,306.1,1513,42.74,167,0,0,0,0,0,0,0,1,0
297.618,309.6,1653,31.41,99,0,0,0,0,0,0,1,0,0
301.927,310.7,2191,16.5,74,0,0,0,0,0,0,0,1,0
297.163,308.7,1373,55.67,29,0,0,0,0,0,0,0,1,0
297.711,307.8,1437,45.13,193,0,0,0,0,0,0,0,1,0
300.156,312.0,1497,38.38,202,0,0,0,0,0,0,0,0,1
297.121,308.6,1423,44.14,92,0,0,0,0,0,0,0,1,0
300.069,309.6,1778,21.67,27,0,0,0,0,0,0,0,1,0
298.362,309.5,1524,35.92,3,0,0,0,0,0,0,0,1,0
299.462,310.7,1701,20.15,159,0,0,0,0,0,0,1,0,0
299.203,308.8,1425,38.1,151,0,0,0,0,0,0,1,0,0
298.038,308.7,1724,43.18,211,0,0,0,0,0,0,1,0,0
303.15,311.7,1497,49.84,47,0,0,0,0,0,0,0,0,1
299.555,311.7,1541,43.84,35,0,0,0,0,0,0,0,1,0
299.859,310.0,1367,48.69,37,0,0,0,0,0,0,1,0,0
298.326,308.3,1530,38.84,181,0,0,0,0,0,0,0,0,1
300.009,309.5,2381,12.84,69,1,1,0,1,0,0,0,1,0
297.642,307.9,1488,38.49,0,0,0,0,0,0,0,0,0,1
300.92,310.6,1486,39.59,73,0,0,0,0,0,0,0,1,0
301.565,311.0,1368,47.79,2,0,0,0,0,0,0,0,0,1
301.024,310.7,1545,38.26,4,0,0,0,0,0,0,0,1,0
298.23,309.2,1419,47.6,24,1,0,0,0,0,0,0,0,1
299.069,308.9,1439,37.23,157,0,0,0,0,0,0,0,0,1
302.462,310.8,1484,40.02,16,0,0,0,0,0,0,0,1,0
300.129,309.4,1578,33.05,106,0,0,0,0,0,0,0,1,0
300.376,311.3,1488,36.52,191,0,0,0,0,0,0,0,0,1
302.377,311.0,1436,42.39,215,0,0,0,0,0,0,0,0,1
300.754,311.7,1464,40.04,81,0,0,0,0,0,0,0,1,0
298.955,309.7,1462,61.53,33,0,0,0,0,0,0,0,1,0
298.24,308.5,1392,37.58,4,0,0,0,0,0,0,0,1,0
297.235,307.8,1309,46.95,199,0,0,0,0,0,0,1,0,0
298.124,309.7,1616,36.4,151,0,0,0,0,0,0,0,1,0
300.4,308.5,1426,46.11,157,0,0,0,0,0,0,0,1,0
301.065,311.0,1430,49.51,22,0,0,0,0,0,0,0,1,0
297.569,308.7,1580,29.19,48,0,0,0,0,0,0,0,1,0
297.709,308.9,1436,55.8,146,0,0,0,0,0,0,0,1,0
298.475,310.7,1442,35.11,24,0,0,0,0,0,0,1,0,0
300.264,311.0,1544,39.21,17,0,0,0,0,0,0,0,1,0
297.801,309.0,1426,41.72,187,0,0,0,0,0,0,1,0,0
301.401,310.5,1367,51.52,80,0,0,0,0,0,0,0,1,0
300.663,310.7,1564,37.96,67,0,0,0,0,0,0,0,1,0
300.378,310.9,1358,35.13,186,0,0,0,0,0,0,0,1,0
297.511,308.6,1346,47.32,4,0,0,0,0,0,0,0,0,1
301.49,310.5,1386,57.34,29,0,0,0,0,0,0,0,1,0
297.625,310.9,1435,40.75,54,0,0,0,0,0,0,0,0,1
300.712,309.0,1554,37.29,5,0,0,0,0,0,0,0,1,0
304.34,312.7,1493,35.03,118,0,0,0,0,0,0,0,1,0
298.444,309.6,1390,64.07,201,0,0,0,0,0,0,0,1,0
300.591,312.0,1541,31.52,119,0,0,0,0,0,0,1,0,0
299.588,309.5,1436,45.82,43,0,0,0,0,0,0,0,1,0
297.568,308.6,1726,25.03,6,0,0,0,0,0,0,0,1,0
300.66,310.3,1696,35.46,90,0,0,0,0,0,0,0,0,1
300.448,310.1,1439,50.64,22,0,0,0,0,0,0,0,1,0
298.705,309.7,1480,41.81,183,0,0,0,0,0,0,0,1,0
303.472,311.6,1773,29.15,24,0,0,0,0,0,0,0,0,1
300.619,311.5,1583,23.46,69,0,0,0,0,0,0,0,1,0
301.257,310.7,1217,67.3,28,0,0,0,0,0,0,0,1,0
296.997,308.9,1389,58.46,72,0,0,0,0,0,0,0,0,1
297.7,308.9,1382,49.91,187,0,0,0,0,0,0,0,0,1
300.28,311.9,1599,30.91,148,0,0,0,0,0,0,0,1,0
298.153,308.8,1668,44.88,86,0,0,0,0,0,0,0,1,0
300.432,311.0,1451,44.13,6,0,0,0,0,0,0,0,1,0
297.522,311.9,1450,44.68,119,0,0,0,0,0,0,0,1,0
300.034,309.8,1490,39.31,3,0,0,0,0,0,0,0,1,0
297.922,309.9,1510,33.91,82,0,0,0,0,0,0,0,0,1
300.641,311.1,1568,29.03,97,0,0,0,0,0,0,0,1,0
299.909,311.5,1658,31.65,193,0,0,0,0,0,0,0,1,0
298.544,308.2,1444,45.43,180,0,0,0,0,0,0,0,1,0
301.14,310.3,1604,37.93,39,0,0,0,0,0,0,0,1,0
300.918,310.9,1416,53.46,58,0,0,0,0,0,0,0,0,1
297.753,308.8,1543,38.58,71,0,0,0,0,0,0,0,1,0
297.61,308.1,1330,48.16,195,1,0,0,0,0,0,0,1,0
300.469,311.4,1341,53.28,77,0,0,0,1,0,0,0,1,0
297.868,308.6,1417,41.71,109,0,0,0,0,0,0,0,0,1
302.488,311.2,1534,40.01,70,0,1,0,0,0,0,0,0,1
300.34,310.9,1725,19.94,197,0,1,0,0,0,0,0,1,0
301.088,310.5,1448,46.41,97,0,0,0,0,0,0,0,1,0
297.121,308.3,1400,48.44,105,0,0,0,0,0,0,0,0,1
300.55,311.2,1416,48.93,165,0,0,0,0,0,0,0,0,1
299.999,311.8,1628,25.77,216,0,0,0,0,0,0,0,1,0
300.514,311.3,1714,28.38,88,0,0,0,0,0,0,0,0,1
299.254,309.9,1426,38.28,73,0,0,0,0,0,0,0,0,1
301.158,310.8,1441,61.18,6,0,0,0,0,0,0,0,1,0
303.127,312.9,1464,64.03,77,0,0,0,0,0,0,0,1,0
297.332,308.8,1542,34.0,179,0,0,0,0,0,0,0,0,1
301.297,310.6,1435,36.74,19,0,0,0,0,0,0,0,1,0
300.841,310.4,1571,39.22,193,0,0,0,0,0,0,0,1,0
298.732,308.5,1477,49.37,159,0,0,0,0,0,0,0,1,0
300.494,310.9,1794,34.31,120,0,0,0,0,0,0,0,1,0
301.326,310.9,1425,41.49,178,0,0,0,0,0,0,0,1,0
304.118,313.0,1339,48.43,22,0,0,0,0,0,0,0,1,0
297.657,308.6,1606,39.43,125,0,0,0,0,0,0,0,1,0
299.788,309.4,1315,55.26,98,0,0,0,0,0,0,0,1,0
297.443,307.9,1436,46.53,108,0,0,0,0,0,0,0,0,1
298.993,311.0,1515,41.0,95,0,0,0,0,0,0,0,1,0
297.725,308.8,1477,35.7,5,0,0,0,0,0,0,0,1,0
